#   time            Cubic	   Hexagonal 
   3.6800000e+01   1.1321867e+04   4.3219600e+04
   3.6900000e+01   1.1319667e+04   4.3235533e+04
   3.7000000e+01   1.1321467e+04   4.3254400e+04
   3.7100000e+01   1.1340733e+04   4.3314867e+04
   3.7200000e+01   1.1321067e+04   4.3347200e+04
   3.7300000e+01   1.1331600e+04   4.3305200e+04
   3.7400000e+01   1.1356200e+04   4.3325533e+04
   3.7500000e+01   1.1324600e+04   4.3357800e+04
   3.7600000e+01   1.1305600e+04   4.3383400e+04
   3.7700000e+01   1.1301533e+04   4.3376867e+04
   3.7800000e+01   1.1293333e+04   4.3415067e+04
   3.7900000e+01   1.1322267e+04   4.3430800e+04
   3.8000000e+01   1.1337200e+04   4.3490333e+04
   3.8100000e+01   1.1326533e+04   4.3436333e+04
   3.8200000e+01   1.1337533e+04   4.3483600e+04
   3.8300000e+01   1.1354400e+04   4.3478800e+04
   3.8400000e+01   1.1342800e+04   4.3504600e+04
   3.8500000e+01   1.1359667e+04   4.3519067e+04
   3.8600000e+01   1.1351133e+04   4.3575667e+04
   3.8700000e+01   1.1354333e+04   4.3556533e+04
   3.8800000e+01   1.1342267e+04   4.3514533e+04
   3.8900000e+01   1.1374467e+04   4.3554800e+04
   3.9000000e+01   1.1365800e+04   4.3583200e+04
   3.9100000e+01   1.1390600e+04   4.3587600e+04
   3.9200000e+01   1.1381133e+04   4.3611467e+04
   3.9300000e+01   1.1393800e+04   4.3647533e+04
   3.9400000e+01   1.1407467e+04   4.3666667e+04
   3.9500000e+01   1.1435667e+04   4.3673067e+04
   3.9600000e+01   1.1437133e+04   4.3724733e+04
   3.9700000e+01   1.1449400e+04   4.3766467e+04
   3.9800000e+01   1.1478133e+04   4.3722867e+04
   3.9900000e+01   1.1471600e+04   4.3686667e+04
   4.0000000e+01   1.1445933e+04   4.3717600e+04
